id,text,class,language
282,Cette image est couverte de traînées de pluie. Pourriez-vous les nettoyer et améliorer la concentration ?,rain,fr
283,Esta imagen está cubierta de rayas de lluvia. ¿Podrías limpiarlos y mejorar el enfoque?,rain,es
284,Dieses Bild ist mit Regenstreifen bedeckt. Könnten Sie sie bereinigen und den Fokus verbessern?,rain,de
285,Deze foto is bedekt met regenstrepen. Kun je ze opruimen en de focus verbeteren?,rain,nl
286,The noise in this picture is distracting. Can you remove it and make it clearer?,noise,en
287,Le bruit sur cette image est gênant. Pouvez-vous le supprimer et le rendre plus clair ?,noise,fr
288,El ruido en esta imagen distrae. ¿Puedes eliminarlo y dejarlo más claro?,noise,es
289,Das Rauschen in diesem Bild lenkt ab. Können Sie es entfernen und klarer machen?,noise,de
290,Het geluid op deze foto leidt af. Kun je het verwijderen en duidelijker maken?,noise,nl
291,This picture is fuzzy. Can you deblur it and make it clearer?,blur,en
292,Cette image est floue. Pouvez-vous le supprimer et le rendre plus clair ?,blur,fr
293,Esta imagen es borrosa. ¿Puedes desdibujarlo y hacerlo más claro?,blur,es
294,Dieses Bild ist unscharf. Können Sie es entschärfen und klarer machen?,blur,de
295,Dit beeld is vaag. Kun je het onscherp maken en duidelijker maken?,blur,nl
296,The image has too much grain; can you make it smoother and cleaner?,noise,en
297,L'image a trop de grain ; pouvez-vous le rendre plus lisse et plus propre ?,noise,fr
298,La imagen tiene demasiado grano; ¿Puedes hacerlo más suave y limpio?,noise,es
299,Das Bild weist zu viel Körnung auf. Können Sie es glatter und sauberer machen?,noise,de
300,Het beeld heeft te veel korrel; Kun je het gladder en schoner maken?,noise,nl
301,"I need this picture to look clean and clear, but the noise is too obvious.",noise,en
302,"J'ai besoin que cette image soit nette et claire, mais le bruit est trop évident.",noise,fr
303,"Necesito que esta imagen se vea limpia y clara, pero el ruido es demasiado obvio.",noise,es
304,"Ich möchte, dass dieses Bild sauber und klar aussieht, aber das Rauschen ist zu offensichtlich.",noise,de
305,"Ik wil dat deze foto er schoon en helder uitziet, maar de ruis is te duidelijk.",noise,nl
306,The image is not focused well. Can you fix that for me?,blur,en
307,L'image n'est pas bien focalisée. Pouvez-vous réparer ça pour moi ?,blur,fr
308,La imagen no está bien enfocada. ¿Puedes arreglar eso por mí?,blur,es
309,Das Bild ist nicht gut fokussiert. Können Sie das für mich beheben?,blur,de
310,Het beeld is niet goed scherpgesteld. Kunt u dat voor mij oplossen?,blur,nl
311,This image is blurry. Can you enhance its sharpness?,blur,en
312,Cette image est floue. Pouvez-vous améliorer sa netteté ?,blur,fr
313,Esta imagen está borrosa. ¿Puedes mejorar su nitidez?,blur,es
314,Dieses Bild ist verschwommen. Können Sie die Schärfe verbessern?,blur,de
315,Dit beeld is wazig. Kun jij de scherpte ervan verbeteren?,blur,nl
316,Can you upscale this blurry childhood art project so the paintbrush strokes and paper texture are visible?,SR,en
317,Pouvez-vous améliorer ce projet artistique flou de l'enfance afin que les coups de pinceau et la texture du papier soient visibles ?,SR,fr
318,¿Puedes mejorar este proyecto de arte infantil borroso para que las pinceladas y la textura del papel sean visibles?,SR,es
319,"Können Sie dieses verschwommene Kunstprojekt aus der Kindheit so hochskalieren, dass die Pinselstriche und die Papierstruktur sichtbar sind?",SR,de
320,Kun jij dit wazige kinderkunstproject opschalen zodat de penseelstreken en de papiertextuur zichtbaar zijn?,SR,nl
321,This image is not sharp enough. Can you fix the blur?,blur,en
322,Cette image n'est pas assez nette. Pouvez-vous corriger le flou ?,blur,fr
323,Esta imagen no es lo suficientemente nítida. ¿Puedes arreglar el desenfoque?,blur,es
324,Dieses Bild ist nicht scharf genug. Können Sie die Unschärfe beheben?,blur,de
325,Dit beeld is niet scherp genoeg. Kun jij de onscherpte herstellen?,blur,nl
326,Can you upscale this portrait so the eyelashes and hair strands look natural at high resolution?,SR,en
327,Pouvez-vous améliorer ce portrait pour que les cils et les mèches de cheveux paraissent naturels en haute résolution ?,SR,fr
328,¿Puedes mejorar este retrato para que las pestañas y los mechones de cabello luzcan naturales en alta resolución?,SR,es
329,"Können Sie dieses Porträt hochskalieren, sodass die Wimpern und Haarsträhnen bei hoher Auflösung natürlich aussehen?",SR,de
330,Kun je dit portret opschalen zodat de wimpers en haarlokken er natuurlijk uitzien in hoge resolutie?,SR,nl
331,I need this blurry image to be sharp and clear. Can you do that?,blur,en
332,J'ai besoin que cette image floue soit nette et claire. Pouvez-vous faire ça ?,blur,fr
333,Necesito que esta imagen borrosa sea nítida y clara. ¿Puedes hacer eso?,blur,es
334,"Ich brauche dieses verschwommene Bild, um scharf und klar zu sein. Kannst du das?",blur,de
335,Ik wil dat dit wazige beeld scherp en helder is. Kun jij dat?,blur,nl
336,"Please make this blurry carnival night photo sharper so the lights, rides, and crowd appear detailed enough for a poster.",SR,en
337,"Veuillez rendre cette photo floue de la nuit du carnaval plus nette afin que les lumières, les manèges et la foule apparaissent suffisamment détaillés pour une affiche.",SR,fr
338,"Haga que esta foto borrosa de la noche de carnaval sea más nítida para que las luces, las atracciones y la multitud parezcan lo suficientemente detalladas como para un póster.",SR,es
339,"Bitte machen Sie dieses verschwommene Karnevalsnachtfoto schärfer, damit die Lichter, Fahrgeschäfte und die Menschenmenge detailliert genug für ein Poster erscheinen.",SR,de
340,"Maak deze onscherpe carnavalsnachtfoto scherper, zodat de lichten, attracties en het publiek gedetailleerd genoeg lijken voor een poster.",SR,nl
341,The rain in this picture is dulling the colors. Can you bring them out and make it more vibrant?,rain,en
342,La pluie sur cette photo ternit les couleurs. Pouvez-vous les faire ressortir et le rendre plus dynamique ?,rain,fr
343,La lluvia en esta imagen está opacando los colores. ¿Puedes resaltarlos y hacerlo más vibrante?,rain,es
344,Der Regen auf diesem Bild lässt die Farben trüben. Können Sie sie hervorheben und lebendiger machen?,rain,de
345,De regen op deze foto vervaagt de kleuren. Kun jij ze naar voren halen en levendiger maken?,rain,nl
346,Can you get rid of the foggy look in this photo and make it clearer?,haze,en
347,Pouvez-vous vous débarrasser de l'aspect brumeux de cette photo et la rendre plus claire ?,haze,fr
348,¿Puedes deshacerte de la apariencia borrosa de esta foto y hacerla más clara?,haze,es
349,Können Sie den nebligen Look auf diesem Foto beseitigen und es klarer machen?,haze,de
350,Kun jij het mistige uiterlijk op deze foto wegwerken en duidelijker maken?,haze,nl
351,I need this photo to look clearer. The noise is too noticeable right now.,noise,en
352,J'ai besoin que cette photo soit plus claire. Le bruit est trop perceptible en ce moment.,noise,fr
353,Necesito esta foto para que se vea más clara. El ruido se nota demasiado en este momento.,noise,es
354,"Ich brauche dieses Foto, damit es klarer aussieht. Der Lärm ist im Moment zu auffällig.",noise,de
355,Ik heb deze foto nodig om er duidelijker uit te zien. Het geluid is nu te opvallend.,noise,nl
356,The hazy filter in this photo is ruining its quality. Can you fix it?,haze,en
357,Le filtre flou sur cette photo ruine sa qualité. Pouvez-vous le réparer ?,haze,fr
358,El filtro brumoso de esta foto está arruinando su calidad. ¿Puedes arreglarlo?,haze,es
359,Der verschwommene Filter in diesem Foto beeinträchtigt die Qualität. Können Sie es reparieren?,haze,de
360,Het wazige filter op deze foto verpest de kwaliteit. Kun je het repareren?,haze,nl
361,Please upscale this wedding photo so that the lace on the bride’s dress and the small decorations on the tables remain crisp when enlarged for a wall print.,SR,en
362,Veuillez rehausser cette photo de mariage afin que la dentelle sur la robe de la mariée et les petites décorations sur les tables restent nettes une fois agrandies pour une impression murale.,SR,fr
363,Mejore esta foto de boda para que el encaje del vestido de la novia y las pequeñas decoraciones de las mesas permanezcan nítidas cuando se amplíen para una impresión en la pared.,SR,es
364,"Bitte skalieren Sie dieses Hochzeitsfoto hoch, damit die Spitze des Brautkleides und die kleinen Dekorationen auf den Tischen bei der Vergrößerung für einen Wanddruck klar bleiben.",SR,de
365,"Schaal deze trouwfoto op, zodat het kant op de jurk van de bruid en de kleine versieringen op de tafels helder blijven als ze worden vergroot voor een muurafdruk.",SR,nl
366,This photo looks blurry. Could you clean it up and sharpen it?,blur,en
367,Cette photo semble floue. Pourriez-vous le nettoyer et l'aiguiser ?,blur,fr
368,Esta foto se ve borrosa. ¿Podrías limpiarlo y afilarlo?,blur,es
369,Dieses Foto sieht verschwommen aus. Könnten Sie es reinigen und schärfen?,blur,de
370,Deze foto ziet er wazig uit. Kun je het schoonmaken en slijpen?,blur,nl
371,The rain streaks in this picture are distracting. Can you remove them and sharpen the image?,rain,en
372,Les traînées de pluie sur cette photo sont gênantes. Pouvez-vous les supprimer et améliorer la netteté de l'image ?,rain,fr
373,Las rayas de lluvia en esta imagen distraen. ¿Puedes eliminarlos y enfocar la imagen?,rain,es
374,Die Regenstreifen auf diesem Bild lenken ab. Können Sie sie entfernen und das Bild schärfen?,rain,de
375,De regenstrepen op deze foto leiden af. Kun je ze verwijderen en de afbeelding verscherpen?,rain,nl
376,This photo is grainy and doesn’t look clear. Can you smooth it out?,noise,en
377,Cette photo est granuleuse et n’a pas l’air nette. Pouvez-vous le lisser ?,noise,fr
378,Esta foto es granulada y no parece clara. ¿Puedes suavizarlo?,noise,es
379,Dieses Foto ist körnig und sieht nicht klar aus. Kannst du es glätten?,noise,de
380,Deze foto is korrelig en ziet er niet duidelijk uit. Kun jij het gladstrijken?,noise,nl
381,This image is too dark. Can you enhance the lighting and details?,LLIE,en
382,Cette image est trop sombre. Pouvez-vous améliorer l’éclairage et les détails ?,LLIE,fr
383,Esta imagen es demasiado oscura. ¿Puedes mejorar la iluminación y los detalles?,LLIE,es
384,Dieses Bild ist zu dunkel. Können Sie die Beleuchtung und Details verbessern?,LLIE,de
385,Deze afbeelding is te donker. Kun jij de verlichting en details verbeteren?,LLIE,nl
386,The haze is making this picture look pale. Could you brighten it up?,haze,en
387,La brume fait pâlir cette image. Pourriez-vous l'éclairer ?,haze,fr
388,La neblina hace que esta imagen parezca pálida. ¿Podrías alegrarlo?,haze,es
389,Der Dunst lässt dieses Bild blass erscheinen. Könnten Sie es aufhellen?,haze,de
390,Door de nevel lijkt deze foto bleek. Zou jij het kunnen opfleuren?,haze,nl
391,"Can you super-resolve this blurry child’s science experiment photo so the beakers, test tubes, and labels are readable?",SR,en
392,"Pouvez-vous super-résoudre la photo floue d’une expérience scientifique d’enfant afin que les béchers, les tubes à essai et les étiquettes soient lisibles ?",SR,fr
393,"¿Puedes superresolver la foto borrosa del experimento científico de este niño para que los vasos, los tubos de ensayo y las etiquetas sean legibles?",SR,es
394,"Können Sie dieses verschwommene Foto eines wissenschaftlichen Kinderexperiments hochauflösend auflösen, sodass die Becher, Reagenzgläser und Etiketten lesbar sind?",SR,de
395,"Kun jij de foto van dit onscherpe wetenschappelijk kinderexperiment super-oplossen, zodat de bekers, reageerbuisjes en etiketten leesbaar zijn?",SR,nl
396,Please fix the grain in this image while keeping it natural-looking.,noise,en
397,Veuillez corriger le grain de cette image tout en lui conservant un aspect naturel.,noise,fr
398,Fije la veta en esta imagen manteniendo su aspecto natural.,noise,es
399,"Bitte korrigieren Sie die Körnung in diesem Bild und sorgen Sie dafür, dass es natürlich aussieht.",noise,de
400,Corrigeer de korrel in deze afbeelding en zorg ervoor dat deze er natuurlijk uitziet.,noise,nl
401,"Please make this blurry dog park picture sharper so the fur, grass, and toys are visible.",SR,en
402,"Veuillez rendre cette image floue du parc pour chiens plus nette afin que la fourrure, l'herbe et les jouets soient visibles.",SR,fr
403,"Haga que esta imagen borrosa del parque para perros sea más nítida para que el pelaje, el césped y los juguetes sean visibles.",SR,es
404,"Bitte machen Sie dieses verschwommene Hundeparkbild schärfer, damit Fell, Gras und Spielzeug sichtbar sind.",SR,de
405,"Maak deze wazige foto van het hondenpark scherper, zodat de vacht, het gras en het speelgoed zichtbaar zijn.",SR,nl
406,The focus is all off. Can you remove the blur and sharpen it?,blur,en
407,L’attention est complètement éteinte. Pouvez-vous supprimer le flou et le rendre plus net ?,blur,fr
408,El foco está completamente apagado. ¿Puedes eliminar el desenfoque y enfocarlo?,blur,es
409,Der Fokus ist völlig ausgeschaltet. Können Sie die Unschärfe entfernen und schärfen?,blur,de
410,De focus is helemaal weg. Kun je de onscherpte verwijderen en verscherpen?,blur,nl
411,Please remove the foggy overlay in this photo so it looks professional.,haze,en
412,Veuillez supprimer la superposition brumeuse sur cette photo pour qu'elle ait l'air professionnelle.,haze,fr
413,Retire la superposición de niebla en esta foto para que luzca profesional.,haze,es
414,"Bitte entfernen Sie die neblige Überlagerung auf diesem Foto, damit es professionell aussieht.",haze,de
415,"Verwijder de mistige overlay op deze foto, zodat deze er professioneel uitziet.",haze,nl
416,Could you make this blurry night skyline photo super-resolved so the lights in the buildings appear sharp and distinct?,SR,en
417,Pourriez-vous rendre cette photo d'horizon nocturne floue en super-résolue afin que les lumières des bâtiments apparaissent nettes et distinctes ?,SR,fr
418,¿Podrías hacer que esta foto borrosa del horizonte nocturno esté súper resuelta para que las luces de los edificios se vean nítidas y distintas?,SR,es
419,"Könnten Sie dieses verschwommene Nacht-Skyline-Foto hochauflösend machen, damit die Lichter in den Gebäuden scharf und deutlich erscheinen?",SR,de
420,"Kun jij deze onscherpe nachtelijke skylinefoto superresolutie maken, zodat de lichten in de gebouwen er scherp en duidelijk uitzien?",SR,nl
421,This photo looks a little rough—can you remove the noise and make it clear?,noise,en
422,Cette photo semble un peu grossière : pouvez-vous supprimer le bruit et le rendre clair ?,noise,fr
423,Esta foto parece un poco tosca. ¿Puedes eliminar el ruido y dejarlo claro?,noise,es
424,Dieses Foto sieht etwas grob aus. Können Sie das Rauschen entfernen und es klarer machen?,noise,de
425,Deze foto ziet er een beetje ruw uit. Kun jij de ruis verwijderen en duidelijk maken?,noise,nl
426,Bring out the delicate patterns on the seashells resting in the sandy shallows.,UWIR,en
427,Faites ressortir les motifs délicats des coquillages reposant dans les bas-fonds sablonneux.,UWIR,fr
428,Resalte los delicados patrones de las conchas marinas que descansan en las arenas poco profundas.,UWIR,es
429,"Bringen Sie die zarten Muster der Muscheln zum Vorschein, die im seichten Sand liegen.",UWIR,de
430,Breng de delicate patronen naar voren op de schelpen die in het zandige ondiepe water rusten.,UWIR,nl
431,Could you super-resolve this architectural drawing scan so the small labels and annotations are sharp?,SR,en
432,Pourriez-vous super-résoudre cette numérisation de dessin architectural afin que les petites étiquettes et annotations soient nettes ?,SR,fr
433,¿Podrías superresolver este escaneo de dibujo arquitectónico para que las pequeñas etiquetas y anotaciones sean nítidas?,SR,es
434,"Könnten Sie diesen Architekturzeichnungsscan superauflösen, damit die kleinen Beschriftungen und Anmerkungen scharf sind?",SR,de
435,Kun jij deze architecturale tekening-scan zo oplossen dat de kleine labels en annotaties scherp zijn?,SR,nl
436,"Can you upscale this blurry graduation handshake photo so the robes, diplomas, and stage are sharp?",SR,en
437,"Pouvez-vous améliorer cette photo floue de la poignée de main de remise des diplômes afin que les robes, les diplômes et la scène soient nets ?",SR,fr
438,"¿Puedes mejorar esta foto borrosa del apretón de manos de graduación para que las togas, los diplomas y el escenario sean nítidos?",SR,es
439,"Können Sie dieses verschwommene Abschluss-Handschlagfoto hochskalieren, sodass die Roben, Diplome und die Bühne scharf sind?",SR,de
440,"Kun jij deze wazige foto van een handdruk bij het afstuderen opschalen, zodat de gewaden, diploma's en het podium scherp zijn?",SR,nl
441,This picture is way too noisy for my presentation. Can you smooth it out?,noise,en
442,Cette image est beaucoup trop bruyante pour ma présentation. Pouvez-vous le lisser ?,noise,fr
443,Esta imagen es demasiado ruidosa para mi presentación. ¿Puedes suavizarlo?,noise,es
444,Dieses Bild ist für meine Präsentation viel zu verrauscht. Kannst du es glätten?,noise,de
445,Deze foto is veel te luidruchtig voor mijn presentatie. Kun jij het gladstrijken?,noise,nl
446,Can you remove the hazy filter on this photo? I want it to look crisp and vibrant.,haze,en
447,Pouvez-vous supprimer le filtre flou sur cette photo ? Je veux qu’il ait l’air net et vibrant.,haze,fr
448,¿Puedes quitar el filtro nebuloso de esta foto? Quiero que luzca nítido y vibrante.,haze,es
449,"Können Sie den Dunstfilter auf diesem Foto entfernen? Ich möchte, dass es frisch und lebendig aussieht.",haze,de
450,Kun je het wazige filter op deze foto verwijderen? Ik wil dat het er helder en levendig uitziet.,haze,nl
451,Please upscale this recipe photo so the handwritten words and food illustrations are readable.,SR,en
452,Veuillez mettre à niveau cette photo de recette afin que les mots manuscrits et les illustrations culinaires soient lisibles.,SR,fr
453,Mejore la foto de esta receta para que las palabras escritas a mano y las ilustraciones de los alimentos sean legibles.,SR,es
454,"Bitte vergrößern Sie dieses Rezeptfoto, damit die handgeschriebenen Wörter und Lebensmittelabbildungen lesbar sind.",SR,de
455,"Schaal deze receptfoto op, zodat de handgeschreven woorden en voedselillustraties leesbaar zijn.",SR,nl
456,"Please super-resolve this blurry snowboarding photo so the board, helmet, and snowy slope are sharp.",SR,en
457,"Veuillez super-résoudre cette photo floue de snowboard afin que la planche, le casque et la pente enneigée soient nets.",SR,fr
458,"Por favor, resuelva esta foto borrosa de snowboard para que la tabla, el casco y la pendiente nevada estén nítidos.",SR,es
459,"Bitte überarbeiten Sie die Auflösung dieses verschwommenen Snowboardfotos, damit das Board, der Helm und die schneebedeckte Piste scharf sind.",SR,de
460,"Los deze onscherpe snowboardfoto zo goed mogelijk op, zodat het board, de helm en de besneeuwde helling scherp zijn.",SR,nl
461,The rain effects in this picture are dulling its overall quality. Can you enhance it?,rain,en
462,Les effets de pluie sur cette image ternissent sa qualité globale. Pouvez-vous l'améliorer ?,rain,fr
463,Los efectos de la lluvia en esta imagen están opacando su calidad general. ¿Puedes mejorarlo?,rain,es
464,Die Regeneffekte in diesem Bild beeinträchtigen die Gesamtqualität. Können Sie es verbessern?,rain,de
465,De regeneffecten op deze foto doen afbreuk aan de algehele kwaliteit. Kun je het verbeteren?,rain,nl
466,The foggy effect is making this picture look low quality. Can you enhance it?,haze,en
467,L'effet brumeux donne à cette image un aspect de mauvaise qualité. Pouvez-vous l'améliorer ?,haze,fr
468,El efecto de niebla hace que esta imagen parezca de baja calidad. ¿Puedes mejorarlo?,haze,es
469,Durch den Nebeleffekt sieht das Bild minderwertig aus. Können Sie es verbessern?,haze,de
470,Door het mistige effect ziet deze foto er van lage kwaliteit uit. Kun je het verbeteren?,haze,nl
471,Could you upscale this cartoon panel so the artwork is smooth and sharp without blocky pixels?,SR,en
472,"Pourriez-vous mettre à niveau ce panneau de dessin animé afin que l'illustration soit fluide et nette, sans pixels en blocs ?",SR,fr
473,¿Podrías mejorar este panel de dibujos animados para que la obra de arte sea suave y nítida sin píxeles en bloques?,SR,es
474,"Könnten Sie dieses Cartoon-Panel so hochskalieren, dass das Bild glatt und scharf ist und keine blockigen Pixel aufweist?",SR,de
475,"Kunt u dit cartoonpaneel opschalen zodat de illustraties vloeiend en scherp zijn, zonder blokvormige pixels?",SR,nl
476,The rain effects are overwhelming the subject in this image. Can you clean them up for me?,rain,en
477,Les effets de pluie submergent le sujet de cette image. Pouvez-vous les nettoyer pour moi ?,rain,fr
478,Los efectos de la lluvia abruman al sujeto de esta imagen. ¿Puedes limpiarlos por mí?,rain,es
479,Die Regeneffekte überfordern das Motiv in diesem Bild. Kannst du sie für mich aufräumen?,rain,de
480,De regeneffecten overweldigen het onderwerp in deze afbeelding. Kunt u ze voor mij opruimen?,rain,nl
481,Can you enhance this low-light photo and make it sharper?,LLIE,en
482,Pouvez-vous améliorer cette photo en basse lumière et la rendre plus nette ?,LLIE,fr
483,¿Puedes mejorar esta foto con poca luz y hacerla más nítida?,LLIE,es
484,Können Sie dieses Foto bei schlechten Lichtverhältnissen verbessern und schärfer machen?,LLIE,de
485,Kun jij deze foto bij weinig licht verbeteren en scherper maken?,LLIE,nl
486,Can you adjust the brightness of this image to improve the visibility?,LLIE,en
487,Pouvez-vous régler la luminosité de cette image pour améliorer la visibilité ?,LLIE,fr
488,¿Puedes ajustar el brillo de esta imagen para mejorar la visibilidad?,LLIE,es
489,"Können Sie die Helligkeit dieses Bildes anpassen, um die Sichtbarkeit zu verbessern?",LLIE,de
490,Kunt u de helderheid van deze afbeelding aanpassen om de zichtbaarheid te verbeteren?,LLIE,nl
491,"This image has too much rain, making it look dull. Could you brighten it up?",rain,en
492,"Cette image contient trop de pluie, ce qui la rend terne. Pourriez-vous l'éclairer ?",rain,fr
493,"Esta imagen tiene demasiada lluvia, lo que la hace parecer aburrida. ¿Podrías alegrarlo?",rain,es
494,"Dieses Bild hat zu viel Regen, wodurch es langweilig aussieht. Könnten Sie es aufhellen?",rain,de
495,"Deze afbeelding bevat te veel regen, waardoor deze er saai uitziet. Zou jij het kunnen opfleuren?",rain,nl
496,Can you fix the blur and improve the overall sharpness of this photo?,blur,en
497,Pouvez-vous corriger le flou et améliorer la netteté globale de cette photo ?,blur,fr
498,¿Puedes corregir el desenfoque y mejorar la nitidez general de esta foto?,blur,es
499,Können Sie die Unschärfe beheben und die Gesamtschärfe dieses Fotos verbessern?,blur,de
500,Kun jij de onscherpte corrigeren en de algehele scherpte van deze foto verbeteren?,blur,nl
1,Enhance the fine lines in the seahorse’s body so they are visible without oversharpening.,UWIR,en
2,Améliorez les ridules du corps de l’hippocampe afin qu’elles soient visibles sans trop les aiguiser.,UWIR,fr
3,Realza las líneas finas del cuerpo del caballito de mar para que sean visibles sin acentuarse demasiado.,UWIR,es
4,"Betonen Sie die feinen Linien im Körper des Seepferdchens, sodass sie sichtbar sind, ohne zu stark zu schärfen.",UWIR,de
5,"Verbeter de fijne lijntjes in het lichaam van het zeepaardje, zodat ze zichtbaar zijn zonder te scherp te worden.",UWIR,nl
6,This picture looks rough because of the noise. Can you smooth it out?,noise,en
7,Cette image semble grossière à cause du bruit. Pouvez-vous le lisser ?,noise,fr
8,Esta imagen parece tosca debido al ruido. ¿Puedes suavizarlo?,noise,es
9,Dieses Bild sieht aufgrund des Rauschens rau aus. Kannst du es glätten?,noise,de
10,Deze foto ziet er ruw uit vanwege de ruis. Kun jij het gladstrijken?,noise,nl
11,Please make this drone photo of farmland higher resolution so the crop patterns and irrigation lines are sharp.,SR,en
12,Veuillez prendre cette photo de drone de terres agricoles à une résolution plus élevée afin que les schémas de culture et les lignes d'irrigation soient nets.,SR,fr
13,Haga que esta fotografía de tierras de cultivo con drones tenga una resolución más alta para que los patrones de cultivos y las líneas de riego sean nítidos.,SR,es
14,"Bitte erhöhen Sie die Auflösung dieses Drohnenfotos von Ackerland, damit die Erntemuster und Bewässerungslinien scharf sind.",SR,de
15,"Maak deze dronefoto van landbouwgrond in een hogere resolutie, zodat de gewaspatronen en irrigatielijnen scherp zijn.",SR,nl
16,The noisy areas in this image are too distracting. Can you clean them up?,noise,en
17,Les zones bruyantes de cette image sont trop gênantes. Pouvez-vous les nettoyer ?,noise,fr
18,Las áreas ruidosas en esta imagen distraen demasiado. ¿Puedes limpiarlos?,noise,es
19,Die verrauschten Bereiche in diesem Bild lenken zu sehr ab. Kannst du sie aufräumen?,noise,de
20,De luidruchtige gebieden in deze afbeelding leiden te veel af. Kun jij ze opruimen?,noise,nl
21,The rain in this image is covering the background. Could you make it visible?,rain,en
22,La pluie sur cette image recouvre l'arrière-plan. Pourriez-vous le rendre visible ?,rain,fr
23,La lluvia en esta imagen cubre el fondo. ¿Podrías hacerlo visible?,rain,es
24,Der Regen in diesem Bild bedeckt den Hintergrund. Könnten Sie es sichtbar machen?,rain,de
25,De regen in deze afbeelding bedekt de achtergrond. Zou je het zichtbaar kunnen maken?,rain,nl
26,This picture is too noisy to use in my advertisement. Can you clean it up?,noise,en
27,Cette image est trop bruyante pour être utilisée dans ma publicité. Pouvez-vous le nettoyer ?,noise,fr
28,Esta imagen es demasiado ruidosa para usarla en mi anuncio. ¿Puedes limpiarlo?,noise,es
29,"Dieses Bild ist zu verrauscht, um es in meiner Anzeige zu verwenden. Kannst du es aufräumen?",noise,de
30,Deze foto bevat te veel ruis om in mijn advertentie te gebruiken. Kun jij het opruimen?,noise,nl
31,Can you brighten the photo and enhance the lighting?,LLIE,en
32,Pouvez-vous éclaircir la photo et améliorer l’éclairage ?,LLIE,fr
33,¿Puedes iluminar la foto y mejorar la iluminación?,LLIE,es
34,Können Sie das Foto aufhellen und die Beleuchtung verbessern?,LLIE,de
35,Kun je de foto helderder maken en de belichting verbeteren?,LLIE,nl
36,The raindrops in this image are distracting from the overall composition. Can you help?,rain,en
37,Les gouttes de pluie sur cette image détournent l’attention de la composition globale. Pouvez-vous aider ?,rain,fr
38,Las gotas de lluvia en esta imagen distraen la atención de la composición general. ¿Puedes ayudar?,rain,es
39,Die Regentropfen in diesem Bild lenken von der Gesamtkomposition ab. Können Sie helfen?,rain,de
40,De regendruppels in deze afbeelding leiden de aandacht af van de algehele compositie. Kunt u helpen?,rain,nl
41,The photo is too grainy to use for my blog. Can you clean it up?,noise,en
42,La photo est trop granuleuse pour être utilisée pour mon blog. Pouvez-vous le nettoyer ?,noise,fr
43,La foto es demasiado granulada para usarla en mi blog. ¿Puedes limpiarlo?,noise,es
44,"Das Foto ist zu körnig, um es für meinen Blog zu verwenden. Kannst du es aufräumen?",noise,de
45,De foto is te korrelig om voor mijn blog te gebruiken. Kun jij het opruimen?,noise,nl
46,This picture is too cloudy. Can you enhance the vibrancy and remove the haze?,haze,en
47,Cette image est trop trouble. Pouvez-vous améliorer le dynamisme et éliminer la brume ?,haze,fr
48,Esta imagen está demasiado turbia. ¿Puedes realzar la vitalidad y eliminar la neblina?,haze,es
49,Dieses Bild ist zu wolkig. Können Sie die Lebendigkeit verstärken und den Schleier entfernen?,haze,de
50,Deze foto is te bewolkt. Kun jij de levendigheid versterken en de waas verwijderen?,haze,nl
51,The blur is too strong in this picture. Can you fix it and sharpen the details?,blur,en
52,Le flou est trop fort sur cette photo. Pouvez-vous le réparer et affiner les détails ?,blur,fr
53,El desenfoque es demasiado fuerte en esta imagen. ¿Puedes arreglarlo y afinar los detalles?,blur,es
54,Die Unschärfe ist in diesem Bild zu stark. Können Sie das Problem beheben und die Details schärfen?,blur,de
55,De onscherpte is te sterk op deze foto. Kun jij het repareren en de details aanscherpen?,blur,nl
56,Could you clean up this blurry image and make it sharper?,blur,en
57,Pourriez-vous nettoyer cette image floue et la rendre plus nette ?,blur,fr
58,¿Podrías limpiar esta imagen borrosa y hacerla más nítida?,blur,es
59,Könnten Sie dieses verschwommene Bild bereinigen und schärfer machen?,blur,de
60,Kunt u dit wazige beeld opruimen en scherper maken?,blur,nl
61,This picture is ruined by the rain. Can you clean it up and enhance the details?,rain,en
62,Cette photo est gâchée par la pluie. Pouvez-vous le nettoyer et améliorer les détails ?,rain,fr
63,Esta imagen está arruinada por la lluvia. ¿Puedes limpiarlo y mejorar los detalles?,rain,es
64,Dieses Bild wird durch den Regen ruiniert. Können Sie es bereinigen und die Details verbessern?,rain,de
65,Deze foto is verpest door de regen. Kun jij het opruimen en de details verbeteren?,rain,nl
66,Can you help fix the low-light problem in this photo?,LLIE,en
67,Pouvez-vous nous aider à résoudre le problème de faible luminosité sur cette photo ?,LLIE,fr
68,¿Puedes ayudar a solucionar el problema de la poca luz en esta foto?,LLIE,es
69,"Können Sie helfen, das Problem mit den schlechten Lichtverhältnissen auf diesem Foto zu beheben?",LLIE,de
70,Kun jij helpen het probleem met weinig licht op deze foto op te lossen?,LLIE,nl
71,Can you increase the resolution of this historical document scan so the faded letters are legible without distortion?,SR,en
72,Pouvez-vous augmenter la résolution de cette numérisation de documents historiques afin que les lettres fanées soient lisibles sans distorsion ?,SR,fr
73,¿Puede aumentar la resolución de este documento histórico escaneado para que las letras descoloridas sean legibles sin distorsiones?,SR,es
74,"Können Sie die Auflösung dieses historischen Dokumentenscans erhöhen, damit die verblassten Buchstaben ohne Verzerrung lesbar sind?",SR,de
75,"Kunt u de resolutie van deze historische documentscan verhogen, zodat de vervaagde letters zonder vervorming leesbaar zijn?",SR,nl
